#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
EF546392	Canine parainfluenza virus strain FC fusion protein (F) gene, complete cds.	Canine	Vertebrates	3326	58.74	CADAPH
EF546393	Canine parainfluenza virus strain FC hemagglutinin (H) gene, complete cds.	Canine	Vertebrates	3326	58.74	CADAPH
EF546391	Canine parainfluenza virus strain FC nucleocapsid (N) gene, complete cds.	Canine	Vertebrates	3326	58.74	CADAPH
AB070225	Canine calicivirus orf1, orf2, orf3 genes for non-structural polyprotein, capsid protein precursor, hypothetical protein, complete cds.	Canine calicivirus	Vertebrates	1	100	JN705938
AF053720	Canine calicivirus RNA polymerase gene, partial cds; capsid protein precursor, gene, complete cds; and unknown gene.	Canine calicivirus	Vertebrates	1	100	JN705938
JQ701802	Canine papillomavirus 14 from Switzerland, complete genome.	Canine papillomavirus	Vertebrates	23	100	DQ295066
JQ701801	Canine papillomavirus 9 E4 gene, partial cds.	Canine papillomavirus 9	Vertebrates	1	100	JF800656
DQ091200	Capra hircus papillomavirus type 1, complete genome.	Capra hircus papillomavirus type	Vertebrates	1	100	EU167550
AF276433	Caprine lymphotropic herpesvirus DNA polymerase gene, partial cds.	Caprine	Vertebrates	676	100	DQ015910
AF020617	Carrot red leaf luteovirus associated RNA clone a25 putative RNA dependent RNA polymerase, complete cds.	Carrot red leaf	Plants	10	100	FJ969849
AF020616	Carrot red leaf luteovirus associated RNA clone a8 putative RNA dependent RNA polymerase, complete cds.	Carrot red leaf	Plants	10	100	FJ969849
KC924848	Cassava frogskin associated virus isolate AMz16 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924863	Cassava frogskin associated virus isolate AMZ9-a segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924864	Cassava frogskin associated virus isolate AMZ9-a-P2 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924862	Cassava frogskin associated virus isolate AMZ9-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924865	Cassava frogskin associated virus isolate AMZ9-b-P2 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924878	Cassava frogskin associated virus isolate BRA1299 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924886	Cassava frogskin associated virus isolate BRA383 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924875	Cassava frogskin associated virus isolate BRA504 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924888	Cassava frogskin associated virus isolate Cauca1B segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924884	Cassava frogskin associated virus isolate CM2772-3 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924885	Cassava frogskin associated virus isolate CM3306-4 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924883	Cassava frogskin associated virus isolate CM4574-7 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924880	Cassava frogskin associated virus isolate CM523-7 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924860	Cassava frogskin associated virus isolate CMC40-P4 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924850	Cassava frogskin associated virus isolate CMC40-P5 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924877	Cassava frogskin associated virus isolate COL1185 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924876	Cassava frogskin associated virus isolate COL1287 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924869	Cassava frogskin associated virus isolate COL1505 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924868	Cassava frogskin associated virus isolate COL2215 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924854	Cassava frogskin associated virus isolate COL2737-a segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924855	Cassava frogskin associated virus isolate COL2737-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924870	Cassava frogskin associated virus isolate COL911B segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924849	Cassava frogskin associated virus isolate COL911B-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924866	Cassava frogskin associated virus isolate CR158 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924852	Cassava frogskin associated virus isolate CR169 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924874	Cassava frogskin associated virus isolate CR29 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924873	Cassava frogskin associated virus isolate ECU43 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924853	Cassava frogskin associated virus isolate ECU72 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924856	Cassava frogskin associated virus isolate FSD23-a segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924859	Cassava frogskin associated virus isolate FSD23-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924857	Cassava frogskin associated virus isolate FSD29-a segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924858	Cassava frogskin associated virus isolate FSD29-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924890	Cassava frogskin associated virus isolate FSD5 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924891	Cassava frogskin associated virus isolate FSD80 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924851	Cassava frogskin associated virus isolate FSD86 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924861	Cassava frogskin associated virus isolate HEL4-a segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924887	Cassava frogskin associated virus isolate HEL4-b segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924882	Cassava frogskin associated virus isolate HMC-1 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924892	Cassava frogskin associated virus isolate Llano1A segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924867	Cassava frogskin associated virus isolate PAN51 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924872	Cassava frogskin associated virus isolate PAR36 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924893	Cassava frogskin associated virus isolate Reginal TolimaA segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924879	Cassava frogskin associated virus isolate SG700-3 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924894	Cassava frogskin associated virus isolate SM909-25 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924871	Cassava frogskin associated virus isolate VEN24 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924881	Cassava frogskin associated virus isolate VEN77 segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KC924889	Cassava frogskin associated virus isolate VEN-Costa segment 4 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate	Plants	9	100	KF057036
KF885741	Cassava frogskin associated virus isolate CM546010 RNA-dependent RNA polymerase gene, partial cds.	Cassava frogskin associated virus isolate CM546010	Plants	1	100	KF057042
DQ139867	Cassava frogskin virus segment 1 P1-like gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139873	Cassava frogskin virus segment 10 putative nonstructural protein gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139869S2	Cassava frogskin virus segment 3 putative major core capsid protein gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139869S1	Cassava frogskin virus segment 3 putative major core capsid protein gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139870S1	Cassava frogskin virus segment 4 putative RNA dependent RNA polymerase gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139870S2	Cassava frogskin virus segment 4 putative RNA dependent RNA polymerase gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
DQ139872	Cassava frogskin virus segment 5 putative minor structural protein gene, partial cds.	Cassava frogskin virus	Plants	2	100	KF667081,KJ742699
AB592928	Caviid herpesvirus 2 DNA, complete genome, strain: 22122.	Caviid herpesvirus 2	Vertebrates	1	100	KC503762
AB492278	Caviid herpesvirus 2 IE1/2, GP128, GP129, GP130, GP131, GP134 genes for immediate-early 2, immediate-early 1, pGP128, pGP129, pGP130, pGP131, pGP134, complete cds.	Caviid herpesvirus 2	Vertebrates	1	100	KC503762
HG531783	Caviid herpesvirus 2 str. CIDMTR complete genome.	Caviid herpesvirus 2 str.	Vertebrates	1	100	KC503762
AY247205	Ceratocystis polonica partitivirus putative capsid protein (CP) gene, complete cds.	Ceratocystis	Plants,Fungi	4	100	AY603051,AY603051,AY603052,AY603052
AY260757	Ceratocystis polonica partitivirus putative capsid protein (CP) gene, complete cds.	Ceratocystis	Plants,Fungi	4	100	AY603051,AY603051,AY603052,AY603052
AY247204	Ceratocystis polonica partitivirus putative RNA-dependent RNA polymerase (RDRP) gene, complete cds.	Ceratocystis	Plants,Fungi	4	100	AY603051,AY603051,AY603052,AY603052
AY260756	Ceratocystis polonica partitivirus putative RNA-dependent RNA polymerase (RDRP) gene, complete cds.	Ceratocystis	Plants,Fungi	4	100	AY603051,AY603051,AY603052,AY603052
BYDSATRNA	Cereal yellow dwarf virus-RPA satellite RNA.	Cereal yellow dwarf	Plants	85	100	DQ115527
EF396271	Cervus timorensis papillomavirus L1 gene, partial cds.	Cervus timorensis papillomavirus	Vertebrates	1	100	JF806541
AM749118	Cherry chlorotic rusty spot associated small satellite-like dsRNA A complete genome, genomic RNA.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM749119	Cherry chlorotic rusty spot associated small satellite-like dsRNA B putative chrysovirus satellite RNA, complete genome, genomic RNA.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM749120	Cherry chlorotic rusty spot associated small satellite-like dsRNA C complete genome, genomic RNA.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM181139	Cherry chlorotic rusty spot associated totiviral-like dsRNA 3 partial RdRp gene for putative RNA-dependent RNA polymerase, genomic RNA, from Campania, Italy.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM181140	Cherry chlorotic rusty spot associated totiviral-like dsRNA 3 partial RdRp gene for putative RNA-dependent RNA polymerase, genomic RNA, from Campania, Italy.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM181141	Cherry chlorotic rusty spot associated totiviral-like dsRNA 3 partial RdRp gene for putative RNA-dependent RNA polymerase, genomic RNA, from Campania, Italy.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AM181142	Cherry chlorotic rusty spot associated totiviral-like dsRNA 4 partial RdRp gene for putative RNA-dependent RNA polymerase, genomic RNA, from Campania, Italy.	Cherry chlorotic rusty spot associated	Plants,Fungi	8	80	AJ781397
AJ291761	Cherry green ring mottle virus genomic RNA, RdRp gene, TGBp1 gene, TGBp2 gene, TGBp3 gene, CP gene, ORF2a and ORF5a, isolate P1C124.	Cherry green ring mottle virus	Plants	70	100	EF174471
FN544780	Cherry green ring mottle virus partial RdRp gene for RNA dependent RNA polymerase, genomic RNA, isolate CGRMV-1.	Cherry green ring mottle virus	Plants	70	100	EF174471
FN544781	Cherry green ring mottle virus partial RdRp gene for RNA dependent RNA polymerase, genomic RNA, isolate CGRMV-2.	Cherry green ring mottle virus	Plants	70	100	EF174471
AF533152	Cherry green ring mottle virus isolate BC capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533158	Cherry green ring mottle virus isolate Ita1 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533159	Cherry green ring mottle virus isolate Ita5 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533160	Cherry green ring mottle virus isolate Ita6 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533161	Cherry green ring mottle virus isolate Ita7 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533157	Cherry green ring mottle virus isolate Leb capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533153	Cherry green ring mottle virus isolate MI capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533151	Cherry green ring mottle virus isolate N capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AY841279	Cherry green ring mottle virus isolate Star capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533155	Cherry green ring mottle virus isolate Wp1 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533156	Cherry green ring mottle virus isolate Wp2 capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533154	Cherry green ring mottle virus isolate Ww capsid protein gene, complete cds.	Cherry green ring mottle virus isolate	Plants	51	100	EF174471
AF533150	Cherry green ring mottle virus isolate F capsid protein gene, complete cds.	Cherry green ring mottle virus isolate F	Plants	1	100	JX501670
AF237816	Cherry necrotic rusty mottle virus, complete genome.	Cherry necrotic rusty mottle	Plants	54	98.18	EU188438
AB822635	Cherry necrotic rusty mottle virus gene for coat protein, complete cds, isolate: SCK1.	Cherry necrotic rusty mottle virus	Plants	54	98.18	EU188438
AB822636	Cherry necrotic rusty mottle virus gene for coat protein, complete cds, isolate: SCK2.	Cherry necrotic rusty mottle virus	Plants	54	98.18	EU188438
AB822637	Cherry necrotic rusty mottle virus gene for coat protein, complete cds, isolate: SCK3.	Cherry necrotic rusty mottle virus	Plants	54	98.18	EU188438
AJ297268	Cherry necrotic rusty mottle virus partial mRNA for putative RNA polymerase RNA dependant (rpRd gene).	Cherry necrotic rusty mottle virus partial	Plants	2	66.67	FR748228,HE574816,LK392372
LK392374	Cherry necrotic rusty mottle virus partial 3'UTR, isolate HWCAPH.	Cherry necrotic rusty mottle virus partial 3'UTR, isolate	Plants	1	100	LK392372
LK392373	Cherry necrotic rusty mottle virus partial 3'UTR, isolate UIINS.	Cherry necrotic rusty mottle virus partial 3'UTR, isolate	Plants	1	100	LK392372
Y12833	Cherry small circular viroid-like RNA, satellite RNA.	Cherry small circular viroid-like	Plants	22	100	DQ357615
AY273903	Chicken enteric coronavirus isolate CECoV1 nonfunctional RNA-dependent RNA polymerase (pol) gene, partial sequence.	Chicken enteric coronavirus	Vertebrates	7	100	DQ401279
Y11530	Chickpea stunt disease associated virus gene encoding coat protein, partial.	Chickpea	Plants	139	100	DQ458791
DQ343289	Chilli leaf curl virus satellite DNA beta C1 protein gene, complete cds.	Chilli leaf curl virus satellite DNA beta C1	Plants	14	100	FN179279
AF488684	Chimpanzee papillomavirus isolate CAA1 major capsid protein (L1) gene, partial cds.	Chimpanzee	Vertebrates	116	100	FR692190
AF489446	Chimpanzee papillomavirus isolate CAA10 major capsid protein (L1) gene, partial cds.	Chimpanzee	Vertebrates	116	100	FR692190
